CandidateID,Skill
233,"Computer Vision, Cloud, Keras, Tensorflow, Pytorch"
234,Sql
235,"Statistics, Nlp"
236,"Cloud, Mlops, Computer Vision"
237,"Excel, Sql, Tableau"
238,"Mlops, Pytorch, Computer Vision, Tensorflow"
239,"Mlops, Computer Vision, Keras, Python"
240,"Java, System Design, Git"
241,"Tensorflow, Pytorch, Computer Vision, Mlops, Python"
242,"Scrum, User Stories, Stakeholder Management, Agile, Product Roadmap"
243,"Cloud, Keras, Computer Vision"
244,"Scrum, Stakeholder Management, User Stories"
245,"Git, Agile, System Design, Java"
246,"User Stories, Scrum, Stakeholder Management, Product Roadmap"
247,"Tensorflow, Cloud"
248,"Git, System Design, Rest Apis, Docker, Java, Agile"
249,"Scrum, Stakeholder Management, Product Roadmap"
250,"Power Bi, Sql, Tableau, Reporting, Word"
251,"Scrum, Stakeholder Management, User Stories"
252,"Sql, Nlp, Pandas, Statistics, Machine Learning"
253,"Reporting, Sql, Excel, Power Bi, Data Cleaning"
254,"Rest Apis, Spring Boot, Docker, System Design, Git"
255,"Power Bi, Tableau, Excel, Data Cleaning, Sql"
256,"User Stories, Stakeholder Management, Agile, Scrum"
257,Python
258,"Tableau, Excel, Sql, Reporting, Power Bi"
259,"Power Bi, Sql, Tableau, Reporting, Excel"
260,"Machine Learning, Nlp, Sql, Deep Learning"
261,"Machine Learning, Sql, Nlp"
262,"Nlp, Machine Learning, Sql, Statistics, Pandas, Organization, Deep Learning"
263,"Pandas, Python"
264,"Tableau, Data Cleaning, Reporting, Sql, Excel, Power Bi"
265,"System Design, Java, Git"
266,Tableau
267,"Product Roadmap, Stakeholder Management, Agile"
268,"User Stories, Scrum, Product Roadmap"
269,"Agile, User Stories, Organization"
270,"Nlp, Machine Learning, Python, Pandas, Sql"
271,"Python, Tensorflow, Computer Vision"
272,"Spring Boot, Agile, System Design, Git, Rest Apis"
273,"Pytorch, Cloud, Keras, Tensorflow, Python, Computer Vision, Organization"
274,"Keras, Tensorflow, Computer Vision, Python, Cloud"
275,"Rest Apis, Java, Docker"
276,"Mlops, Pytorch, Keras, Tensorflow, Python"
277,Sql
278,"Data Cleaning, Sql, Excel"
279,"Cloud, Keras, Tensorflow, Mlops"
280,"Stakeholder Management, Product Roadmap, Agile"
281,"Tableau, Power Bi"
282,"Mlops, Pytorch, Tensorflow, Keras, Cloud"
283,"Java, Docker, Git, Agile, System Design, Spring Boot"
284,"Stakeholder Management, Agile"
285,"Scrum, Agile, Stakeholder Management, User Stories"
286,"Data Cleaning, Power Bi, Sql, Excel"
287,"Deep Learning, Pandas, Machine Learning, Sql, Nlp"
288,"Statistics, Machine Learning"
289,"Mlops, Pytorch, Tensorflow, Cloud"
290,"Pytorch, Keras, Tensorflow, Mlops"
291,"Computer Vision, Keras, Tensorflow, Pytorch"
292,"Agile, User Stories, Stakeholder Management, Scrum, Product Roadmap"
293,"Machine Learning, Sql, Nlp, Statistics, Python"
294,"Agile, Stakeholder Management"
295,"Sql, Tableau, Excel, Reporting, Data Cleaning"
296,"Power Bi, Reporting, Data Cleaning"
297,"Mlops, Python, Keras, Computer Vision, Cloud"
298,"Cloud, Python, Keras, Mlops, Pytorch"
299,"Data Cleaning, Excel, Sql, Tableau, Power Bi"
300,"Agile, Rest Apis, System Design, Docker"
301,"Agile, System Design, Docker"
302,"Java, Rest Apis, Agile"
303,"Deep Learning, Sql, Machine Learning"
304,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
305,"System Design, Rest Apis, Docker"
306,"Python, Keras"
307,"System Design, Spring Boot, Git, Docker, Java"
308,"Tableau, Data Cleaning, Sql, Reporting"
309,"Tensorflow, Computer Vision, Pytorch"
310,"Power Bi, Excel, Tableau"
311,"Deep Learning, Pandas, Machine Learning, Nlp"
312,"Mlops, Tensorflow, Python"
313,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
314,"System Design, Java, Docker, Spring Boot, Agile"
315,"Deep Learning, Statistics, Machine Learning, Python, Pandas, Sql"
316,Machine Learning
317,"Stakeholder Management, Scrum"
318,"Mlops, Pytorch, Python, Cloud"
319,"Python, Cloud, Mlops"
320,"Scrum, Stakeholder Management, Product Roadmap, User Stories"
321,"Pandas, Deep Learning, Machine Learning, Nlp, Python"
322,"Java, Docker"
323,"Machine Learning, Pandas, Nlp, Statistics, Sql"
324,"Power Bi, Excel, Reporting, Data Cleaning"
325,"Data Cleaning, Sql, Power Bi"
326,"Product Roadmap, Stakeholder Management, User Stories, Agile"
327,"Machine Learning, Nlp, Pandas, Statistics"
328,"Machine Learning, Sql, Statistics"
329,"Java, System Design, Git, Agile"
330,"Tensorflow, Keras, Computer Vision, Python, Cloud, Mlops"
331,"Product Roadmap, Stakeholder Management, Organization"
332,"Excel, Sql, Tableau, Data Cleaning, Power Bi"
333,"Rest Apis, Docker, Git, System Design"
334,"Machine Learning, Deep Learning"
335,"Tableau, Data Cleaning, Reporting, Excel"
336,"User Stories, Product Roadmap"
337,"Data Cleaning, Excel, Power Bi, Reporting, Tableau"
338,"Mlops, Cloud, Computer Vision, Python, Tensorflow, Pytorch"
339,"Machine Learning, Deep Learning, Nlp, Pandas, Statistics, Sql"
340,"Python, Nlp, Sql, Pandas, Deep Learning"
341,"Machine Learning, Nlp, Deep Learning, Sql, Statistics"
342,"Git, Rest Apis"
343,"Keras, Computer Vision, Tensorflow, Cloud, Pytorch, Python"
344,"Cloud, Keras, Tensorflow, Computer Vision, Mlops, Pytorch"
345,Python
346,"Python, Pandas, Nlp, Statistics, Sql"
347,"Pytorch, Python"
348,"User Stories, Agile, Product Roadmap"
349,"Power Bi, Reporting, Tableau, Data Cleaning"
350,"Deep Learning, Statistics, Machine Learning, Sql"
351,"Reporting, Tableau"
352,"Keras, Tensorflow, Computer Vision, Pytorch"
353,"Excel, Sql, Data Cleaning, Power Bi, Reporting"
354,"Docker, Rest Apis, System Design, Java, Agile"
355,"Nlp, Statistics, Machine Learning, Pandas"
356,Rest Apis
357,"Rest Apis, Agile, Spring Boot, Java, System Design, Docker"
358,"Agile, Spring Boot, Git, Java"
359,"Power Bi, Reporting, Sql, Excel"
360,"Power Bi, Data Cleaning, Reporting, Excel"
361,"Rest Apis, Spring Boot, Java"
362,"Computer Vision, Keras"
363,"Sql, Tableau, Data Cleaning, Reporting, Power Bi"
364,"User Stories, Stakeholder Management"
365,"Tableau, Reporting, Data Cleaning, Excel, Power Bi"
366,"Deep Learning, Machine Learning, Statistics, Python, Sql"
367,"Sql, Data Cleaning, Excel, Power Bi"
368,"Tableau, Excel"
369,"Stakeholder Management, Product Roadmap, Scrum, Agile, User Stories"
370,"Git, Rest Apis, Docker, Spring Boot"
371,"Agile, Product Roadmap, User Stories"
372,"Power Bi, Data Cleaning, Excel, Reporting, Sql, Tableau"
373,"Keras, Mlops, Cloud"
374,"Sql, Deep Learning, Python, Statistics, Nlp"
375,"Sql, Reporting, Power Bi"
376,"Power Bi, Data Cleaning, Tableau, Sql, Excel"
377,"System Design, Rest Apis, Git, Agile"
378,"Agile, System Design, Java, Git"
379,"Python, Statistics, Machine Learning, Pandas"
380,"Mlops, Keras, Python, Pytorch"
381,"Git, Java, Spring Boot, Docker"
382,"Power Bi, Data Cleaning"
383,"Pandas, Deep Learning, Nlp, Python, Statistics, Machine Learning"
384,"Pytorch, Mlops"
385,"Mlops, Python, Cloud, Keras, Tensorflow"
386,"User Stories, Scrum, Product Roadmap"
387,"Deep Learning, Statistics, Machine Learning, Sql, Pandas"
388,"Machine Learning, Nlp, Pandas, Deep Learning, Sql"
389,"Pandas, Deep Learning"
390,"Scrum, Product Roadmap, Agile, Stakeholder Management"
391,"Deep Learning, Sql, Pandas"
392,"Sql, Machine Learning"
393,"Tableau, Data Cleaning, Reporting"
394,"Mlops, Tensorflow, Computer Vision, Keras, Python"
395,"System Design, Docker, Spring Boot"
396,"Agile, Scrum, User Stories, Product Roadmap"
397,"Excel, Tableau"
398,"Nlp, Sql, Deep Learning, Statistics, Pandas"
399,"Python, Deep Learning, Pandas, Statistics"
400,"Java, Docker, Spring Boot, Agile"
401,"Excel, Data Cleaning, Power Bi, Tableau"
402,"Reporting, Excel, Data Cleaning, Tableau, Organization"
403,"Computer Vision, Python, Pytorch, Keras, Cloud, Tensorflow"
404,"Computer Vision, Mlops, Cloud, Python, Keras"
405,"Docker, Rest Apis, Agile, Spring Boot, Java, System Design"
406,"Keras, Pytorch, Computer Vision, Cloud, Organization"
407,"Tensorflow, Python, Cloud, Computer Vision"
408,"Agile, User Stories"
409,"Excel, Tableau, Reporting, Sql, Power Bi, Word"
410,"Cloud, Computer Vision, Python, Mlops, Pytorch, Tensorflow"
411,"Deep Learning, Python, Nlp"
412,"Sql, Statistics, Deep Learning, Machine Learning"
413,"Sql, Python, Machine Learning, Statistics, Pandas, Nlp"
414,"Excel, Tableau"
415,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
416,"Nlp, Deep Learning, Sql"
417,"Docker, System Design, Rest Apis, Java, Git"
418,"Power Bi, Tableau, Sql"
419,"Computer Vision, Mlops, Tensorflow, Pytorch, Python"
420,"Machine Learning, Pandas, Nlp, Python, Statistics"
421,"Scrum, User Stories, Agile, Product Roadmap, Stakeholder Management"
422,"Sql, Python, Machine Learning, Statistics, Nlp"
423,"Spring Boot, Agile"
424,"Deep Learning, Sql, Statistics, Machine Learning, Nlp, Pandas, Python, Word"
425,"Power Bi, Tableau, Sql, Reporting"
426,"Nlp, Statistics, Deep Learning, Machine Learning"
427,"Nlp, Deep Learning, Pandas, Statistics, Machine Learning"
428,"Tableau, Data Cleaning, Sql, Excel, Reporting"
429,"Java, Rest Apis, Agile, Docker, System Design"
430,"Agile, Scrum"
431,"Tensorflow, Pytorch, Keras, Python, Computer Vision"
432,"Reporting, Sql, Excel"
433,"Agile, Scrum, Stakeholder Management"
434,"Agile, Product Roadmap, User Stories, Scrum"
435,"Reporting, Power Bi, Tableau, Excel"
436,"Sql, Tableau, Excel, Power Bi"
437,"Data Cleaning, Tableau, Sql, Power Bi"
438,"Machine Learning, Pandas, Python, Statistics, Sql"
439,"Git, Agile"
440,"Rest Apis, Java"
441,"User Stories, Scrum, Stakeholder Management"
442,"Deep Learning, Pandas, Sql, Statistics"
443,"Product Roadmap, Stakeholder Management, Agile"
444,"Sql, Nlp, Pandas, Machine Learning, Python, Deep Learning, Organization"
445,"System Design, Git, Rest Apis, Docker, Java, Agile"
446,"Tensorflow, Cloud, Pytorch"
447,"Sql, Reporting, Excel"
448,Nlp
449,"System Design, Rest Apis, Git"
450,"Tableau, Power Bi, Excel, Reporting"
451,"Power Bi, Tableau, Excel"
452,"User Stories, Product Roadmap, Stakeholder Management"
453,"Python, Machine Learning, Sql, Deep Learning"
454,"Machine Learning, Nlp, Python, Sql, Statistics"
455,"Nlp, Python, Pandas, Sql"
456,"Cloud, Keras"
457,"Spring Boot, Rest Apis, Java, Agile"
458,"User Stories, Agile"
459,"Power Bi, Excel, Tableau, Data Cleaning, Reporting"
460,"Sql, Tableau, Excel, Reporting"
461,"Stakeholder Management, Product Roadmap, Agile"
462,"Keras, Mlops, Tensorflow, Computer Vision, Python"
463,"Reporting, Sql, Power Bi, Data Cleaning, Organization, Excel"
464,"Stakeholder Management, Scrum"
465,"Data Cleaning, Reporting, Excel, Tableau, Power Bi, Sql"
466,Scrum
467,"Python, Deep Learning, Pandas, Statistics, Sql"
468,"Stakeholder Management, User Stories, Product Roadmap"
469,"Rest Apis, Git, Agile, Java, System Design"
470,"Stakeholder Management, User Stories"
471,"Python, Pytorch, Mlops, Cloud, Computer Vision, Tensorflow"
472,"Power Bi, Reporting, Tableau"
473,"Tensorflow, Mlops, Cloud, Python, Pytorch"
474,"Docker, Java"
475,"Keras, Tensorflow, Cloud"
476,"Stakeholder Management, Agile, Scrum, Product Roadmap"
477,Mlops
478,"Tableau, Power Bi, Sql"
479,Agile
480,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
481,"Sql, Python, Deep Learning, Machine Learning, Nlp"
482,"Mlops, Keras, Computer Vision, Pytorch, Cloud, Python"
483,"Git, Agile, System Design, Docker"
484,"Pytorch, Tensorflow, Mlops"
485,"Sql, Tableau, Data Cleaning, Power Bi"
486,"Agile, Stakeholder Management, Scrum, User Stories, Product Roadmap"
487,Data Cleaning
488,"Mlops, Python, Cloud, Tensorflow"
489,"Computer Vision, Python, Cloud, Pytorch, Tensorflow, Keras"
490,"Keras, Computer Vision, Python, Pytorch"
491,"Sql, Statistics, Nlp, Pandas"
492,"Statistics, Sql, Nlp, Deep Learning, Pandas"
493,Data Cleaning
494,"Agile, Scrum"
495,"Keras, Python, Tensorflow"
496,"System Design, Agile, Rest Apis"
497,"Excel, Power Bi, Reporting, Tableau, Data Cleaning"
498,"Rest Apis, Agile, System Design, Git, Docker, Spring Boot, Word"
499,"Agile, Product Roadmap, User Stories, Scrum, Stakeholder Management"
500,"Java, Spring Boot, Docker, System Design, Rest Apis"
501,"Docker, Rest Apis, Git, Java, System Design"
502,"Mlops, Cloud, Pytorch"
503,"Reporting, Data Cleaning"
504,"User Stories, Agile, Product Roadmap"
505,"Sql, Deep Learning"
506,"Power Bi, Data Cleaning"
507,"Sql, Pandas, Python, Machine Learning"
508,"Cloud, Pytorch"
509,"Machine Learning, Pandas, Python, Nlp, Statistics"
510,"Git, System Design"
511,"Tensorflow, Keras, Cloud, Python, Mlops, Pytorch"
512,"Pytorch, Keras, Python"
513,"Deep Learning, Python, Sql, Pandas"
514,"Power Bi, Reporting, Data Cleaning, Sql"
515,"Statistics, Python, Machine Learning, Pandas, Nlp"
516,Scrum
517,"Sql, Statistics, Nlp, Pandas, Deep Learning"
518,"Tensorflow, Keras, Computer Vision, Mlops, Cloud"
519,"Cloud, Mlops, Computer Vision, Pytorch, Tensorflow"
520,"Python, Deep Learning, Nlp, Sql"
521,"Machine Learning, Nlp, Deep Learning, Organization"
522,"Python, Mlops, Pytorch"
523,"Spring Boot, Agile, Java, Docker, Rest Apis, Git"
524,"System Design, Agile, Java"
525,"Pytorch, Computer Vision, Keras, Cloud"
526,"Machine Learning, Sql, Pandas"
527,"Cloud, Mlops, Pytorch, Computer Vision, Python, Tensorflow, Organization"
528,"Scrum, Stakeholder Management"
529,"Sql, Statistics, Machine Learning, Nlp, Deep Learning"
530,"Python, Sql, Machine Learning, Pandas, Nlp"
531,"Statistics, Deep Learning, Sql, Machine Learning, Python"
532,"Java, Agile, Git"
533,"Excel, Sql, Data Cleaning, Power Bi, Reporting"
534,"Pytorch, Mlops, Keras, Python, Cloud, Computer Vision"
535,"System Design, Java, Git, Agile"
536,"Sql, Excel, Tableau, Data Cleaning, Reporting, Power Bi"
537,"Excel, Reporting, Data Cleaning, Power Bi"
538,"Python, Pytorch, Tensorflow, Keras, Computer Vision, Mlops"
539,"Reporting, Tableau, Sql"
540,"Statistics, Sql, Deep Learning, Python"
541,"Cloud, Pytorch, Mlops, Keras"
542,"Cloud, Computer Vision, Pytorch, Python, Tensorflow, Mlops"
543,"Stakeholder Management, User Stories, Agile"
544,"Stakeholder Management, Scrum"
545,"Spring Boot, Agile, Docker, Rest Apis"
546,"Keras, Computer Vision, Python"
547,"Excel, Reporting, Sql"
548,Stakeholder Management
549,"Spring Boot, Rest Apis, Docker, Agile"
550,"Sql, Nlp, Statistics"
551,"Sql, Machine Learning, Pandas, Deep Learning, Statistics, Nlp"
552,"Product Roadmap, User Stories, Stakeholder Management, Scrum"
553,"Git, Agile, Spring Boot, Rest Apis"
554,"Statistics, Nlp"
555,"Cloud, Tensorflow, Pytorch, Keras, Mlops"
556,"Computer Vision, Pytorch, Cloud, Keras, Python, Mlops"
557,"Sql, Excel, Tableau, Reporting, Power Bi"
558,"Tableau, Excel, Data Cleaning, Power Bi, Reporting"
559,"Reporting, Sql, Excel, Power Bi, Data Cleaning"
560,"Deep Learning, Nlp, Python"
561,"Java, Rest Apis, Docker"
562,"Agile, Git, Java, System Design, Docker"
563,Product Roadmap
564,"Git, Agile, Rest Apis, Java, Spring Boot"
565,"Cloud, Tensorflow, Mlops, Computer Vision, Keras, Python"
566,"Spring Boot, Rest Apis"
567,"Tableau, Power Bi, Reporting"
568,"Power Bi, Data Cleaning, Tableau, Reporting"
569,Sql
570,"Mlops, Cloud, Pytorch, Tensorflow, Computer Vision, Keras"
571,"Reporting, Power Bi, Excel, Data Cleaning, Tableau, Sql, Organization"
572,"Docker, Rest Apis, System Design, Spring Boot"
573,"Product Roadmap, Stakeholder Management, Agile"
574,"Docker, Spring Boot, Agile, Git, System Design, Rest Apis"
575,"Stakeholder Management, Scrum, User Stories"
