ID,Job Title,Skill
46,data analyst,"power bi,tableau,excel,reporting"
47,ml engineer,"mlops,pytorch,cloud,python,tensorflow,computer vision"
48,ml engineer,"cloud,mlops,python,computer vision,pytorch,keras,tensorflow"
49,data scientist,"sql,machine learning,pandas"
50,data scientist,"machine learning,statistics,python,sql"
51,software engineer,"spring boot,java,agile"
52,product manager,"scrum,stakeholder management,user stories,agile,product roadmap"
53,product manager,"stakeholder management,scrum,user stories,product roadmap"
54,product manager,"user stories,agile,product roadmap,stakeholder management,scrum"
55,data scientist,"python,nlp,deep learning"
56,data analyst,"power bi,excel,data cleaning"
57,data scientist,"deep learning,python,pandas"
58,data scientist,"sql,python,deep learning,machine learning"
59,software engineer,"docker,spring boot,java,git"
60,ml engineer,"keras,computer vision,tensorflow,pytorch,python,cloud"
61,data analyst,"power bi,reporting,data cleaning,tableau"
62,software engineer,"agile,java,docker"
63,data scientist,"pandas,statistics,python,nlp,sql,machine learning"
64,ml engineer,"computer vision,mlops,python,tensorflow,keras,cloud"
65,ml engineer,"python,keras,pytorch"
66,data analyst,"sql,tableau,data cleaning"
67,data scientist,"pandas,machine learning,deep learning,statistics,sql,nlp"
68,software engineer,"system design,spring boot,rest apis,docker,agile,git,java"
69,data scientist,"machine learning,sql,nlp,statistics"
70,software engineer,"spring boot,system design,java,agile"
71,software engineer,"agile,docker,git"
72,product manager,"product roadmap,user stories,scrum,stakeholder management,agile"
73,ml engineer,"cloud,python,tensorflow,computer vision,pytorch,keras,mlops"
74,product manager,"agile,user stories,scrum,product roadmap"
75,data analyst,"data cleaning,tableau,power bi,reporting,excel,sql"
76,ml engineer,"tensorflow,keras,mlops,python,cloud"
77,data analyst,"sql,reporting,excel,tableau"
78,product manager,"agile,product roadmap,stakeholder management"
79,data analyst,"power bi,reporting,sql,excel,tableau,data cleaning"
80,software engineer,"git,system design,agile,docker"
81,ml engineer,"tensorflow,computer vision,python,keras,cloud,pytorch"
82,product manager,"stakeholder management,scrum,agile"
83,product manager,"user stories,agile,scrum"
84,product manager,"scrum,agile,stakeholder management,user stories,product roadmap"
85,software engineer,"agile,git,rest apis"
86,data scientist,"nlp,statistics,sql,python,machine learning"
87,data scientist,"statistics,nlp,sql,python,pandas,deep learning"
88,data analyst,"excel,sql,power bi,tableau,data cleaning"
89,ml engineer,"tensorflow,cloud,keras,computer vision,pytorch,python"
90,data analyst,"sql,tableau,power bi"
91,software engineer,"docker,system design,rest apis,git,agile,spring boot,java"
92,software engineer,"spring boot,java,agile,rest apis"
93,data scientist,"sql,statistics,python,deep learning,pandas,nlp,machine learning"
94,product manager,"user stories,agile,product roadmap"
95,data analyst,"power bi,data cleaning,excel,reporting,sql,tableau"
96,data scientist,"statistics,python,pandas,sql"
97,software engineer,"system design,java,agile,spring boot,docker"
98,data scientist,"pandas,sql,machine learning,nlp"
99,data scientist,"deep learning,statistics,python,sql"
100,data scientist,"sql,machine learning,deep learning,python,pandas,statistics"
101,ml engineer,"computer vision,mlops,python,cloud,tensorflow,pytorch,keras"
102,software engineer,"system design,docker,spring boot,git,java,rest apis,agile"
103,software engineer,"java,rest apis,spring boot,agile,docker"
104,ml engineer,"python,tensorflow,cloud"
105,ml engineer,"mlops,computer vision,tensorflow,cloud"
106,ml engineer,"cloud,keras,pytorch,python"
107,software engineer,"java,rest apis,spring boot,git,system design"
108,ml engineer,"cloud,pytorch,python"
109,data analyst,"data cleaning,reporting,tableau,sql,excel"
110,software engineer,"spring boot,system design,java,agile"
111,ml engineer,"cloud,tensorflow,keras,mlops,python"
112,ml engineer,"pytorch,keras,cloud,tensorflow"
113,software engineer,"java,agile,rest apis,system design,git,docker"
114,ml engineer,"python,cloud,pytorch,computer vision"
115,data scientist,"machine learning,statistics,nlp,deep learning,python,sql"
116,ml engineer,"python,keras,pytorch,mlops,tensorflow,computer vision,cloud"
117,software engineer,"system design,agile,spring boot,docker"
118,product manager,"stakeholder management,agile,product roadmap"
119,data scientist,"deep learning,machine learning,statistics"
120,software engineer,"docker,system design,agile"
121,ml engineer,"pytorch,cloud,keras,computer vision"
122,product manager,"user stories,scrum,agile,product roadmap"
123,data analyst,"sql,reporting,tableau,data cleaning"
124,product manager,"user stories,agile,product roadmap"
125,software engineer,"docker,system design,java,spring boot,agile"
126,data analyst,"sql,power bi,excel,tableau,reporting,data cleaning"
127,data scientist,"deep learning,sql,pandas,statistics"
128,data analyst,"sql,reporting,excel,power bi,tableau,data cleaning"
129,ml engineer,"mlops,pytorch,python,keras,tensorflow,cloud"
130,ml engineer,"mlops,cloud,keras,python"
131,ml engineer,"mlops,pytorch,cloud,computer vision,keras,python,tensorflow"
132,data scientist,"machine learning,pandas,deep learning,python"
133,ml engineer,"pytorch,computer vision,tensorflow,mlops,cloud"
134,data analyst,"tableau,reporting,power bi,sql,data cleaning,excel"
135,product manager,"user stories,agile,product roadmap"
136,product manager,"product roadmap,user stories,scrum"
137,data analyst,"sql,reporting,power bi,data cleaning"
138,data scientist,"pandas,statistics,nlp,python,machine learning,sql"
139,data analyst,"data cleaning,power bi,sql,tableau,excel"
140,software engineer,"java,git,system design,spring boot,docker,agile"
141,product manager,"product roadmap,agile,scrum,user stories"
142,product manager,"scrum,product roadmap,user stories,stakeholder management"
143,data scientist,"sql,nlp,pandas"
144,product manager,"agile,stakeholder management,product roadmap,scrum,user stories"
145,ml engineer,"tensorflow,mlops,python,computer vision"
146,data analyst,"tableau,power bi,excel,sql,reporting,data cleaning"
147,product manager,"user stories,stakeholder management,scrum"
148,data analyst,"data cleaning,reporting,power bi,excel,tableau"
149,data scientist,"nlp,deep learning,machine learning,sql"
150,ml engineer,"cloud,computer vision,tensorflow"
151,data analyst,"power bi,data cleaning,excel,tableau"
152,data scientist,"python,nlp,deep learning,sql"
153,data analyst,"excel,sql,reporting,power bi,tableau"
154,software engineer,"agile,docker,system design,spring boot"
155,data analyst,"tableau,sql,data cleaning,excel,reporting,power bi"
156,data scientist,"machine learning,statistics,python,pandas"
157,data scientist,"deep learning,python,machine learning,sql,statistics,nlp,pandas"
158,ml engineer,"pytorch,mlops,computer vision"
159,data scientist,"statistics,machine learning,nlp"
160,data analyst,"reporting,excel,power bi"
161,data scientist,"sql,deep learning,pandas,python,nlp"
162,ml engineer,"keras,computer vision,pytorch,mlops,python,tensorflow,cloud"
163,data scientist,"sql,statistics,python,nlp,machine learning,deep learning"
164,software engineer,"agile,rest apis,git,spring boot,java,system design"
165,product manager,"product roadmap,agile,stakeholder management"
166,data scientist,"statistics,deep learning,python,sql,nlp,pandas,machine learning"
167,product manager,"agile,scrum,stakeholder management"
168,data analyst,"reporting,power bi,sql"
169,data scientist,"pandas,machine learning,sql"
170,ml engineer,"mlops,tensorflow,pytorch,computer vision,keras"
171,product manager,"user stories,agile,product roadmap,stakeholder management"
172,ml engineer,"computer vision,pytorch,mlops,cloud,keras"
173,software engineer,"git,spring boot,system design,docker"
174,data analyst,"data cleaning,tableau,reporting,excel,power bi"
175,product manager,"scrum,stakeholder management,agile"
176,ml engineer,"cloud,keras,mlops,python,tensorflow"
177,data analyst,"data cleaning,excel,tableau,power bi"
178,ml engineer,"python,tensorflow,computer vision,cloud,pytorch,keras,mlops"
179,product manager,"agile,product roadmap,user stories"
180,data scientist,"machine learning,sql,statistics,python,nlp,deep learning,pandas"
181,data scientist,"statistics,pandas,sql"
182,software engineer,"rest apis,system design,agile,git"
183,software engineer,"java,git,docker,agile,rest apis,system design"
184,software engineer,"agile,docker,git"
185,data scientist,"machine learning,pandas,nlp,deep learning,sql"
186,data analyst,"power bi,reporting,excel,tableau"
187,product manager,"scrum,stakeholder management,user stories"
188,data analyst,"sql,power bi,data cleaning,excel,tableau,reporting"
189,product manager,"user stories,product roadmap,agile"
190,software engineer,"java,spring boot,git"
191,software engineer,"system design,spring boot,agile,git,rest apis,java,docker"
192,software engineer,"agile,java,git"
193,data analyst,"excel,power bi,sql"
194,product manager,"user stories,scrum,product roadmap"
195,data analyst,"excel,sql,reporting"
196,data scientist,"nlp,machine learning,sql,deep learning"
197,software engineer,"docker,system design,spring boot,java,agile"
198,data analyst,"power bi,tableau,excel"
199,data analyst,"power bi,sql,reporting"
200,data analyst,"excel,power bi,reporting,tableau"
201,data analyst,"reporting,power bi,tableau,excel,sql,data cleaning"
202,product manager,"user stories,agile,product roadmap,stakeholder management,scrum"
203,product manager,"stakeholder management,product roadmap,user stories,scrum,agile"
204,data analyst,"power bi,excel,data cleaning,reporting,tableau"
205,software engineer,"system design,java,docker,rest apis,spring boot"
206,data analyst,"sql,data cleaning,reporting,tableau,power bi"
207,ml engineer,"keras,pytorch,mlops"
208,product manager,"stakeholder management,product roadmap,agile,user stories,scrum"
209,data scientist,"machine learning,statistics,pandas,sql,nlp,python,deep learning"
210,data scientist,"statistics,deep learning,sql,pandas,nlp,machine learning"
211,data analyst,"excel,tableau,data cleaning"
212,data scientist,"statistics,pandas,sql,python,machine learning,nlp,deep learning"
213,product manager,"agile,stakeholder management,scrum"
214,ml engineer,"mlops,python,tensorflow"
215,ml engineer,"mlops,computer vision,keras,tensorflow"
216,product manager,"product roadmap,user stories,agile,scrum"
217,software engineer,"spring boot,system design,agile,java,docker"
218,data scientist,"nlp,machine learning,sql,python,statistics,deep learning"
219,software engineer,"agile,java,system design,git,spring boot"
220,data scientist,"deep learning,python,machine learning,nlp"
221,software engineer,"agile,docker,system design,java,spring boot,rest apis"
222,data scientist,"python,statistics,nlp,deep learning,sql"
223,data analyst,"power bi,sql,reporting,excel,tableau,data cleaning"
224,software engineer,"spring boot,rest apis,docker,java,agile"
225,product manager,"user stories,scrum,stakeholder management"
226,software engineer,"agile,rest apis,git,docker"
227,data scientist,"nlp,pandas,sql,deep learning"
228,ml engineer,"python,keras,tensorflow,computer vision"
229,software engineer,"git,rest apis,java,docker,agile"
230,data scientist,"pandas,nlp,python"
231,data scientist,"sql,nlp,pandas,python,deep learning,statistics,machine learning"
232,ml engineer,"keras,tensorflow,cloud"
233,ml engineer,"keras,pytorch,tensorflow"
234,data scientist,"statistics,nlp,deep learning,python,machine learning,pandas,sql"
235,data scientist,"nlp,sql,statistics"
236,ml engineer,"tensorflow,mlops,pytorch,keras,cloud,computer vision,python"
237,data analyst,"tableau,sql,excel,data cleaning"
238,ml engineer,"computer vision,tensorflow,python,cloud,mlops,keras,pytorch"
239,ml engineer,"pytorch,keras,cloud,computer vision,python,tensorflow"
240,software engineer,"rest apis,docker,git,spring boot,system design,agile,java"
241,ml engineer,"tensorflow,keras,python,mlops"
242,product manager,"user stories,scrum,product roadmap,stakeholder management"
243,ml engineer,"tensorflow,cloud,computer vision,pytorch,python,mlops,keras"
244,product manager,"scrum,stakeholder management,product roadmap,agile,user stories"
245,software engineer,"agile,system design,spring boot,git,rest apis"
246,product manager,"product roadmap,scrum,agile"
247,ml engineer,"tensorflow,keras,python,mlops,pytorch,computer vision,cloud"
248,software engineer,"spring boot,agile,system design,docker,rest apis"
249,product manager,"agile,stakeholder management,product roadmap"
250,data analyst,"tableau,power bi,excel,reporting"
251,product manager,"scrum,user stories,agile,product roadmap,stakeholder management"
252,data scientist,"python,deep learning,statistics,sql"
253,data analyst,"excel,data cleaning,tableau,reporting,sql"
254,software engineer,"agile,spring boot,git,java"
255,data analyst,"excel,sql,reporting,tableau,data cleaning"
256,product manager,"stakeholder management,product roadmap,scrum,agile,user stories"
257,ml engineer,"tensorflow,computer vision,mlops,python,keras,cloud"
258,data analyst,"data cleaning,power bi,reporting,excel,tableau,sql"
259,data analyst,"data cleaning,excel,tableau,reporting"
260,data scientist,"statistics,deep learning,python,pandas"
261,data scientist,"deep learning,python,sql,nlp,machine learning,pandas,statistics"
262,data scientist,"sql,python,deep learning,machine learning,statistics,nlp,pandas"
263,data scientist,"machine learning,pandas,deep learning"
264,data analyst,"reporting,power bi,data cleaning,sql"
265,software engineer,"agile,java,spring boot,docker,git"
266,data analyst,"data cleaning,excel,reporting,sql,tableau"
267,product manager,"user stories,scrum,stakeholder management,product roadmap,agile"
268,product manager,"stakeholder management,agile,user stories,scrum,product roadmap"
269,product manager,"agile,scrum,stakeholder management,product roadmap,user stories"
270,data scientist,"statistics,deep learning,nlp,machine learning"
271,ml engineer,"cloud,computer vision,mlops,keras,python"
272,software engineer,"java,system design,agile,spring boot,git,docker"
273,ml engineer,"python,cloud,mlops,computer vision"
274,ml engineer,"mlops,pytorch,computer vision,tensorflow"
275,software engineer,"java,rest apis,agile"
276,ml engineer,"pytorch,tensorflow,mlops,computer vision,keras,python"
277,data scientist,"statistics,sql,nlp,python,machine learning,deep learning,pandas"
278,data analyst,"data cleaning,sql,power bi"
279,ml engineer,"computer vision,mlops,cloud,tensorflow"
280,product manager,"user stories,scrum,stakeholder management,product roadmap,agile"
281,data analyst,"power bi,sql,data cleaning"
282,ml engineer,"mlops,python,tensorflow,computer vision,pytorch,cloud,keras"
283,software engineer,"java,spring boot,git,rest apis,agile,docker"
284,product manager,"scrum,agile,stakeholder management,user stories"
285,product manager,"scrum,agile,stakeholder management"
286,data analyst,"power bi,reporting,excel,sql,data cleaning,tableau"
287,data scientist,"python,sql,nlp,deep learning"
288,data scientist,"machine learning,deep learning,nlp,pandas,python"
289,ml engineer,"tensorflow,python,mlops,keras"
290,ml engineer,"mlops,tensorflow,cloud"
291,ml engineer,"keras,python,pytorch,tensorflow"
292,product manager,"scrum,stakeholder management,agile,user stories,product roadmap"
293,data scientist,"machine learning,deep learning,python,nlp"
294,product manager,"stakeholder management,user stories,scrum,agile,product roadmap"
295,data analyst,"power bi,tableau,sql,excel,reporting,data cleaning"
296,data analyst,"reporting,tableau,sql,data cleaning"
297,ml engineer,"mlops,tensorflow,cloud,python,keras,computer vision"
298,ml engineer,"cloud,tensorflow,computer vision,pytorch,keras,mlops,python"
299,data analyst,"tableau,power bi,reporting,excel,data cleaning"
300,software engineer,"spring boot,rest apis,git,docker,system design"
301,software engineer,"docker,agile,rest apis,spring boot"
302,software engineer,"agile,rest apis,git,system design,java,docker"
303,data scientist,"python,sql,statistics,pandas,machine learning,deep learning"
304,product manager,"user stories,scrum,product roadmap,stakeholder management"
305,software engineer,"system design,git,java,spring boot,agile"
306,ml engineer,"mlops,tensorflow,cloud,keras"
307,software engineer,"system design,agile,docker"
308,data analyst,"excel,power bi,tableau,sql,reporting,data cleaning"
309,ml engineer,"pytorch,python,computer vision"
310,data analyst,"data cleaning,reporting,tableau,power bi,excel"
311,data scientist,"nlp,pandas,python,deep learning,sql,statistics"
312,ml engineer,"keras,mlops,pytorch"
313,product manager,"scrum,stakeholder management,user stories,product roadmap"
314,software engineer,"docker,rest apis,git,spring boot"
315,data scientist,"nlp,sql,python,pandas"
316,data scientist,"sql,nlp,pandas,deep learning,python"
317,product manager,"scrum,stakeholder management,product roadmap,agile"
318,ml engineer,"python,pytorch,keras,mlops,tensorflow"
319,ml engineer,"cloud,mlops,pytorch,python,tensorflow,computer vision"
320,product manager,"product roadmap,user stories,scrum"
321,data scientist,"deep learning,sql,python,statistics,machine learning,pandas"
322,software engineer,"rest apis,git,system design,docker,java,spring boot"
323,data scientist,"machine learning,python,pandas,sql,nlp,statistics"
324,data analyst,"reporting,data cleaning,excel,sql,tableau,power bi"
325,data analyst,"excel,sql,reporting,data cleaning"
326,product manager,"user stories,product roadmap,stakeholder management,scrum"
327,data scientist,"statistics,deep learning,pandas,sql,nlp,python,machine learning"
328,data scientist,"machine learning,deep learning,pandas,statistics,nlp,sql,python"
329,software engineer,"docker,rest apis,agile"
330,ml engineer,"cloud,mlops,tensorflow,pytorch,keras,python"
331,product manager,"agile,scrum,user stories"
332,data analyst,"data cleaning,reporting,tableau,power bi,excel"
333,software engineer,"spring boot,rest apis,git"
334,data scientist,"python,nlp,pandas"
335,data analyst,"tableau,sql,excel,reporting,power bi"
336,product manager,"agile,product roadmap,stakeholder management"
337,data analyst,"power bi,tableau,reporting,data cleaning"
338,ml engineer,"keras,mlops,computer vision"
339,data scientist,"machine learning,statistics,python,nlp"
340,data scientist,"sql,deep learning,machine learning,python,statistics"
341,data scientist,"nlp,deep learning,statistics,machine learning"
342,software engineer,"rest apis,spring boot,docker,git,java,system design"
343,ml engineer,"cloud,python,mlops,keras"
344,ml engineer,"cloud,pytorch,python,computer vision,mlops"
345,data scientist,"deep learning,statistics,pandas"
346,data scientist,"sql,nlp,statistics,pandas,python"
347,ml engineer,"pytorch,tensorflow,computer vision,keras,python,cloud"
348,product manager,"agile,product roadmap,scrum"
349,data analyst,"excel,data cleaning,power bi,sql,reporting"
350,data scientist,"sql,nlp,deep learning,statistics,machine learning,python,pandas"
351,data analyst,"excel,power bi,tableau"
352,ml engineer,"computer vision,keras,cloud,pytorch,python,tensorflow"
353,data analyst,"power bi,data cleaning,reporting,tableau,excel"
354,software engineer,"agile,system design,rest apis"
355,data scientist,"pandas,deep learning,nlp,sql,statistics,python,machine learning"
356,software engineer,"git,spring boot,java,agile,rest apis,docker"
357,software engineer,"spring boot,java,rest apis,git,docker,system design,agile"
358,software engineer,"agile,java,git,docker,rest apis,system design"
359,data analyst,"data cleaning,sql,power bi,tableau,excel"
360,data analyst,"data cleaning,reporting,power bi,tableau"
361,software engineer,"docker,rest apis,agile,spring boot,system design,git"
362,ml engineer,"keras,computer vision,pytorch,python,cloud,tensorflow,mlops"
363,data analyst,"tableau,data cleaning,reporting,power bi,excel,sql"
364,product manager,"product roadmap,scrum,stakeholder management,agile,user stories"
365,data analyst,"excel,tableau,power bi,data cleaning,reporting"
366,data scientist,"python,statistics,machine learning,sql,nlp,pandas,deep learning"
367,data analyst,"reporting,data cleaning,sql,tableau,power bi"
368,data analyst,"data cleaning,reporting,excel,tableau,power bi"
369,product manager,"stakeholder management,scrum,agile,user stories"
370,software engineer,"docker,agile,spring boot,java,rest apis,git"
371,product manager,"product roadmap,scrum,stakeholder management"
372,data analyst,"power bi,sql,tableau,reporting"
373,ml engineer,"mlops,tensorflow,pytorch,cloud"
374,data scientist,"sql,statistics,nlp"
375,data analyst,"tableau,data cleaning,power bi,reporting"
376,data analyst,"excel,power bi,sql,data cleaning,tableau,reporting"
377,software engineer,"agile,spring boot,rest apis,docker"
378,software engineer,"docker,system design,git,rest apis,java,spring boot"
379,data scientist,"statistics,deep learning,sql,machine learning,pandas,python"
380,ml engineer,"computer vision,tensorflow,mlops,keras,pytorch,python,cloud"
381,software engineer,"java,spring boot,system design"
382,data analyst,"reporting,excel,data cleaning,tableau"
383,data scientist,"nlp,deep learning,pandas,python"
384,ml engineer,"python,keras,mlops"
385,ml engineer,"mlops,keras,cloud"
386,product manager,"stakeholder management,user stories,scrum,agile"
387,data scientist,"sql,machine learning,deep learning,python,statistics"
388,data scientist,"pandas,python,statistics,nlp,sql"
389,data scientist,"statistics,deep learning,machine learning,pandas,nlp,python"
390,product manager,"user stories,scrum,product roadmap"
391,data scientist,"sql,pandas,deep learning,nlp,python,machine learning,statistics"
392,data scientist,"nlp,statistics,pandas"
393,data analyst,"tableau,power bi,data cleaning,sql,excel"
394,ml engineer,"mlops,tensorflow,pytorch,cloud,python,computer vision"
395,software engineer,"docker,git,agile,system design"
396,product manager,"user stories,scrum,product roadmap"
397,data analyst,"reporting,sql,power bi,excel,data cleaning,tableau"
398,data scientist,"python,pandas,nlp,deep learning,sql"
399,data scientist,"sql,python,statistics,nlp,deep learning,machine learning"
400,software engineer,"git,rest apis,java,agile,spring boot,docker,system design"
401,data analyst,"power bi,excel,sql,data cleaning,tableau"
402,data analyst,"power bi,tableau,data cleaning"
403,ml engineer,"pytorch,computer vision,python,keras,cloud,mlops"
404,ml engineer,"mlops,pytorch,python"
405,software engineer,"rest apis,spring boot,git,docker,java,system design"
406,ml engineer,"computer vision,cloud,python,keras,pytorch,mlops,tensorflow"
407,ml engineer,"mlops,cloud,pytorch,tensorflow,keras"
408,product manager,"scrum,stakeholder management,product roadmap,user stories"
409,data analyst,"power bi,sql,reporting"
410,ml engineer,"python,mlops,pytorch,keras,computer vision"
411,data scientist,"python,pandas,nlp,sql,machine learning,statistics"
412,data scientist,"sql,python,nlp,deep learning,statistics,machine learning,pandas"
413,data scientist,"statistics,machine learning,sql"
414,data analyst,"power bi,reporting,sql,tableau,excel,data cleaning"
415,product manager,"stakeholder management,agile,user stories,scrum,product roadmap"
416,data scientist,"deep learning,statistics,machine learning"
417,software engineer,"git,rest apis,system design,agile,java"
418,data analyst,"power bi,tableau,data cleaning,reporting,excel"
419,ml engineer,"computer vision,keras,pytorch,cloud"
420,data scientist,"nlp,deep learning,python,sql"
421,product manager,"stakeholder management,agile,product roadmap,user stories,scrum"
422,data scientist,"sql,python,nlp,pandas,deep learning"
423,software engineer,"git,system design,rest apis,java,docker,spring boot"
424,data scientist,"machine learning,python,deep learning,statistics,nlp,sql"
425,data analyst,"sql,excel,tableau"
426,data scientist,"deep learning,machine learning,sql,statistics,pandas"
427,data scientist,"pandas,nlp,deep learning,sql,python,statistics,machine learning"
428,data analyst,"tableau,data cleaning,sql,reporting"
429,software engineer,"docker,agile,system design,git"
430,product manager,"agile,user stories,scrum,product roadmap"
431,ml engineer,"pytorch,cloud,python,mlops,tensorflow"
432,data analyst,"data cleaning,tableau,reporting,sql,excel"
433,product manager,"product roadmap,stakeholder management,scrum,agile,user stories"
434,product manager,"stakeholder management,user stories,product roadmap,scrum"
435,data analyst,"data cleaning,power bi,tableau,reporting,excel,sql"
436,data analyst,"power bi,excel,data cleaning,tableau,sql,reporting"
437,data analyst,"tableau,excel,data cleaning,power bi,sql"
438,data scientist,"pandas,statistics,python,machine learning,deep learning"
439,software engineer,"system design,spring boot,docker"
440,software engineer,"docker,spring boot,git"
441,product manager,"scrum,stakeholder management,product roadmap"
442,data scientist,"sql,deep learning,statistics"
443,product manager,"scrum,user stories,product roadmap,stakeholder management,agile"
444,data scientist,"machine learning,sql,statistics,deep learning,python,nlp"
445,software engineer,"system design,git,java,rest apis,spring boot"
446,ml engineer,"python,keras,tensorflow,cloud,computer vision,pytorch,mlops"
447,data analyst,"power bi,reporting,excel,sql,tableau"
448,data scientist,"python,deep learning,pandas,sql,machine learning,statistics"
449,software engineer,"spring boot,agile,rest apis,system design,git"
450,data analyst,"tableau,reporting,data cleaning"
451,data analyst,"data cleaning,power bi,sql,excel,tableau"
452,product manager,"product roadmap,stakeholder management,agile,scrum,user stories"
453,data scientist,"deep learning,sql,nlp"
454,data scientist,"sql,machine learning,pandas,nlp,statistics,python"
455,data scientist,"nlp,pandas,statistics,machine learning,deep learning"
456,ml engineer,"cloud,python,mlops,pytorch"
457,software engineer,"system design,spring boot,rest apis,git"
458,product manager,"user stories,stakeholder management,scrum,product roadmap,agile"
459,data analyst,"tableau,data cleaning,excel,sql,power bi"
460,data analyst,"excel,reporting,tableau,sql,power bi"
461,product manager,"user stories,product roadmap,agile"
462,ml engineer,"keras,tensorflow,cloud,pytorch,python,mlops"
463,data analyst,"power bi,sql,data cleaning,reporting"
464,product manager,"scrum,user stories,agile,product roadmap"
465,data analyst,"tableau,excel,sql,reporting,data cleaning,power bi"
466,product manager,"stakeholder management,product roadmap,user stories,scrum,agile"
467,data scientist,"pandas,machine learning,statistics,python,nlp,sql,deep learning"
468,product manager,"stakeholder management,user stories,product roadmap"
469,software engineer,"system design,java,docker"
470,product manager,"product roadmap,stakeholder management,user stories,agile,scrum"
471,ml engineer,"python,tensorflow,computer vision,mlops,cloud"
472,data analyst,"tableau,data cleaning,power bi"
473,ml engineer,"pytorch,keras,python"
474,software engineer,"system design,java,git,spring boot,agile,docker"
475,ml engineer,"pytorch,keras,python,computer vision"
476,product manager,"user stories,scrum,stakeholder management,agile"
477,ml engineer,"computer vision,cloud,pytorch,keras,tensorflow"
478,data analyst,"data cleaning,power bi,sql,tableau,reporting,excel"
479,product manager,"stakeholder management,product roadmap,scrum"
480,product manager,"stakeholder management,scrum,agile,user stories,product roadmap"
481,data scientist,"machine learning,pandas,deep learning,sql"
482,ml engineer,"keras,pytorch,cloud,mlops,tensorflow,python"
483,software engineer,"rest apis,agile,system design,git,spring boot,java,docker"
484,ml engineer,"tensorflow,keras,pytorch,computer vision,mlops"
485,data analyst,"excel,tableau,sql,reporting,power bi,data cleaning"
486,product manager,"agile,user stories,stakeholder management"
487,data analyst,"tableau,reporting,data cleaning,power bi,excel"
488,ml engineer,"python,mlops,pytorch,tensorflow,keras,cloud"
489,ml engineer,"python,mlops,computer vision"
490,ml engineer,"mlops,python,keras,computer vision,tensorflow,cloud"
491,data scientist,"machine learning,python,sql,statistics,deep learning"
492,data scientist,"statistics,sql,deep learning"
493,data analyst,"reporting,sql,power bi"
494,product manager,"stakeholder management,scrum,user stories,agile,product roadmap"
495,ml engineer,"cloud,python,computer vision,mlops,keras,tensorflow"
496,software engineer,"git,spring boot,docker,rest apis,agile"
497,data analyst,"power bi,excel,data cleaning,reporting,tableau"
498,software engineer,"java,git,rest apis,system design,spring boot,agile"
499,product manager,"product roadmap,agile,stakeholder management"
500,software engineer,"spring boot,system design,docker"
501,software engineer,"system design,java,spring boot,rest apis,git,agile"
502,ml engineer,"keras,tensorflow,cloud,python,mlops,pytorch,computer vision"
503,data analyst,"sql,excel,tableau"
